CustomerID,Age,Gender,Years_as_Customer,PreferredLoginDevice,PreferredPaymentMode,Total_Spend,Average_Transaction_Amount,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,Num_of_Purchases,NumberOfAddress,Num_of_Returns,Satisfaction_Score,Num_of_Support_Contacts,Complain,Last_Purchase_Days_Ago,CashbackAmount,Email_Opt_In,Promotion_Response,Churn
50198,64,Female,19,Mobile Phone,Credit Card,7959.69,350.04,3,2,Laptop & Accessory,82,8,0,2,4,0,148,151,FALSE,Responded,0
50199,43,Male,9,Phone,CC,4293.14,151.97,2,5,Mobile,97,6,3,1,4,1,342,135,TRUE,Unsubscribed,1
50200,34,Female,3,Mobile Phone,Credit Card,5579.16,231.52,3,3,Laptop & Accessory,50,2,3,4,3,0,101,158,FALSE,Unsubscribed,0
50201,37,Female,19,Computer,Debit Card,7445.89,239.67,2,4,Fashion,12,2,6,2,1,0,53,189,TRUE,Ignored,0
50202,51,Male,7,Computer,Credit Card,8981.74,426.03,2,4,Others,67,2,0,1,3,0,234,293,TRUE,Responded,0
50203,58,Female,15,Mobile Phone,Credit Card,3862.34,484.45,2,3,Laptop & Accessory,23,5,1,1,3,1,242,152,FALSE,Responded,1
50204,50,Male,12,Computer,E wallet,6056.17,300.67,2,4,Laptop & Accessory,69,4,7,3,1,0,237,147,TRUE,Ignored,0
50205,54,Male,2,Mobile Phone,Debit Card,6976.65,47.69,2,3,Others,42,5,6,2,1,0,232,283,TRUE,Unsubscribed,0
50206,24,Female,14,Computer,Debit Card,528.38,475.28,2,4,Laptop & Accessory,43,2,8,3,3,0,110,153,FALSE,Ignored,0
50207,39,Male,14,Computer,E wallet,8027.53,497.07,3,3,Laptop & Accessory,16,1,7,2,0,1,222,163,TRUE,Unsubscribed,0
50208,49,Female,2,Computer,Debit Card,3836.56,203.83,2,3,Laptop & Accessory,60,4,2,3,0,0,338,149,FALSE,Unsubscribed,0
50209,31,Female,11,Mobile Phone,Debit Card,6735.37,414.66,2,3,Fashion,61,9,6,1,2,0,14,200,TRUE,Ignored,0
50210,25,Male,14,Phone,UPI,4769.47,222.6,3,3,Laptop & Accessory,82,10,1,4,2,0,191,137,FALSE,Responded,0
50211,42,Male,15,Mobile Phone,Credit Card,7053.16,350.78,2,5,Laptop & Accessory,78,3,8,3,2,1,322,175,TRUE,Responded,0
50212,33,Male,1,Phone,UPI,7270.88,30.52,3,5,Mobile,96,2,4,2,3,1,119,121,TRUE,Unsubscribed,1
50213,59,Male,12,Phone,UPI,1996.55,446.44,1,4,Mobile Phone,4,1,9,5,1,0,278,140,TRUE,Responded,0
50214,36,Female,8,Mobile Phone,E wallet,6655.52,31.95,1,4,Laptop & Accessory,46,2,5,5,4,0,76,161,TRUE,Ignored,0
50215,58,Female,4,Mobile Phone,E wallet,8528.1,117.83,2,3,Laptop & Accessory,26,2,8,3,1,0,341,162,TRUE,Ignored,0
50216,33,Male,15,Mobile Phone,Credit Card,2432.12,288.2,3,3,Laptop & Accessory,52,8,2,1,4,0,202,163,FALSE,Ignored,0
50217,29,Male,1,Mobile Phone,Debit Card,7606.02,442.5,3,4,Fashion,29,1,9,3,1,1,268,215,FALSE,Ignored,0
50218,56,Female,9,Mobile Phone,Credit Card,6374.87,143.52,2,3,Fashion,83,2,1,4,1,1,136,171,TRUE,Ignored,0
50219,65,Female,4,Mobile Phone,E wallet,9555.75,53.77,2,4,Laptop & Accessory,96,2,3,2,4,1,157,183,FALSE,Responded,0
50220,47,Male,12,Mobile Phone,COD,2676.44,406.69,3,3,Fashion,24,1,1,5,0,0,144,181,FALSE,Unsubscribed,0
50221,19,Male,2,Phone,Debit Card,1627.35,186.06,,3,Mobile,11,2,3,2,2,0,358,129,FALSE,Ignored,0
50222,49,Male,7,Mobile Phone,Credit Card,3190,374.37,3,4,Laptop & Accessory,14,7,8,2,3,1,348,160,TRUE,Unsubscribed,0
50223,62,Male,15,Computer,CC,2653.79,104.27,,3,Laptop & Accessory,78,4,8,3,3,0,150,130,FALSE,Unsubscribed,0
50224,42,Female,5,Mobile Phone,Debit Card,7592.64,124.1,2,3,Grocery,14,3,7,1,0,0,282,260,TRUE,Ignored,0
50225,42,Male,11,Computer,Debit Card,7357.78,183.49,3,3,Laptop & Accessory,84,2,9,2,0,0,217,146,TRUE,Unsubscribed,0
50226,21,Male,4,Phone,COD,6729.88,394.48,,3,Mobile,66,1,4,1,3,1,202,127,FALSE,Responded,0
50227,36,Female,16,Phone,CC,2242.15,469.79,3,3,Mobile,4,2,7,4,4,0,74,124,FALSE,Unsubscribed,0
50228,65,Female,7,Mobile Phone,Credit Card,8631.89,395.73,3,3,Fashion,13,4,1,4,3,0,252,225,TRUE,Unsubscribed,0
50229,21,Male,12,Mobile Phone,Credit Card,9570.06,13.81,2,2,Laptop & Accessory,9,5,3,1,1,1,130,160,FALSE,Ignored,0
50230,60,Female,3,Computer,COD,5362.9,406.14,2,3,Laptop & Accessory,11,8,0,3,4,1,349,147,FALSE,Responded,0
50231,30,Male,4,Mobile Phone,Debit Card,6528.79,321.85,2,3,Laptop & Accessory,7,2,0,3,0,0,121,153,TRUE,Ignored,0
50232,56,Male,18,Mobile Phone,UPI,5056.85,401.28,3,4,Laptop & Accessory,53,4,3,3,3,0,232,168,FALSE,Ignored,0
50233,53,Female,11,Computer,Cash on Delivery,2907.22,290.44,2,4,Mobile,32,2,8,5,0,1,293,122,TRUE,Responded,1
50234,40,Female,1,Computer,Credit Card,2932.86,24.04,2,3,Laptop & Accessory,44,5,3,4,4,0,221,167,FALSE,Ignored,0
50235,23,Male,7,Computer,Credit Card,3202.86,403.53,2,4,Fashion,96,5,1,4,1,0,44,197,TRUE,Unsubscribed,0
50236,41,Male,2,Mobile Phone,Credit Card,1989.42,47.42,2,3,Laptop & Accessory,22,3,4,2,1,0,196,168,FALSE,Responded,0
50237,61,Female,15,Phone,Debit Card,9029.04,180.64,2,2,Mobile,14,4,9,1,0,1,10,122,FALSE,Responded,0
50238,50,Male,4,Computer,CC,8598.14,274.89,2,3,Mobile,72,2,6,5,4,0,164,126,TRUE,Ignored,0
50239,29,Female,18,Phone,E wallet,4670.23,150.08,,3,Mobile,46,2,6,5,1,1,7,129,FALSE,Responded,1
50240,58,Female,8,Phone,CC,3735.79,382.26,3,3,Mobile,29,7,6,2,1,0,231,135,FALSE,Ignored,0
50241,38,Female,15,Computer,Credit Card,9396.88,487.32,1,3,Laptop & Accessory,83,3,1,1,1,0,82,153,FALSE,Unsubscribed,0
50242,28,Male,12,Computer,E wallet,2301.5,236.66,2,3,Laptop & Accessory,30,2,1,3,4,0,86,194,TRUE,Ignored,1
50243,61,Male,14,Mobile Phone,Cash on Delivery,5580.07,476.85,3,4,Fashion,62,7,8,2,1,0,126,205,FALSE,Ignored,0
50244,55,Male,1,Mobile Phone,E wallet,639.53,459.35,3,4,Laptop & Accessory,27,3,7,3,4,1,204,164,TRUE,Responded,1
50245,46,Male,1,Phone,Debit Card,1992.9,410.95,2,4,Mobile,51,1,0,3,0,1,297,127,TRUE,Responded,0
50246,65,Female,19,Phone,Debit Card,6079.87,366.16,,2,Mobile,16,2,6,3,4,0,264,127,TRUE,Ignored,1
50247,58,Male,18,Phone,Debit Card,6655.62,19.81,2,3,Mobile,47,10,6,3,0,0,28,122,TRUE,Unsubscribed,0
50248,20,Male,10,Mobile Phone,Debit Card,5851.86,451.79,3,4,Laptop & Accessory,66,10,3,4,0,0,298,165,TRUE,Ignored,0
50249,45,Male,6,Phone,Credit Card,8709.05,290.57,2,3,Mobile Phone,52,2,3,2,1,0,320,138,TRUE,Unsubscribed,0
50250,37,Male,13,Mobile Phone,Debit Card,9934.71,74.47,3,3,Laptop & Accessory,26,2,8,5,0,0,347,153,TRUE,Ignored,0
50251,43,Male,18,Phone,UPI,7662.23,348.79,2,4,Fashion,19,9,2,1,0,0,203,145,TRUE,Responded,0
50252,41,Female,4,Phone,Debit Card,4704.41,143.23,2,3,Laptop & Accessory,40,5,8,4,2,0,229,149,TRUE,Unsubscribed,0
50253,69,Female,4,Phone,Debit Card,8355.95,348.95,3,3,Mobile,49,5,1,2,2,0,294,125,FALSE,Ignored,0
50254,64,Male,3,Computer,E wallet,1291.84,49.41,3,2,Laptop & Accessory,46,9,3,3,2,1,97,153,FALSE,Unsubscribed,1
50255,38,Female,6,Mobile Phone,Debit Card,6864.38,487.78,3,3,Grocery,23,3,4,4,3,1,6,267,TRUE,Unsubscribed,0
50256,47,Female,7,Phone,E wallet,5231.54,42.6,3,3,Laptop & Accessory,28,2,4,1,4,1,253,143,TRUE,Ignored,0
50257,21,Male,9,Phone,COD,1862.85,435.18,3,3,Mobile,76,2,3,3,4,0,314,125,FALSE,Unsubscribed,0
50258,53,Male,1,Computer,COD,9732.04,164.79,,3,Mobile,45,1,3,2,2,0,202,131,TRUE,Ignored,1
50259,57,Female,13,Phone,CC,3450.53,153.62,2,3,Mobile,39,2,3,4,1,0,347,122,TRUE,Ignored,0
50260,27,Male,7,Mobile Phone,Credit Card,6192.69,203.54,3,4,Fashion,1,2,4,3,2,0,44,176,TRUE,Unsubscribed,0
50261,27,Male,8,Computer,COD,8798.08,388.55,2,3,Mobile,10,19,7,4,4,1,295,123,FALSE,Ignored,1
50262,59,Female,10,Phone,Debit Card,5116.22,107.88,,3,Mobile,23,2,9,3,2,0,89,130,TRUE,Responded,0
50263,41,Female,7,Mobile Phone,E wallet,1239.86,229.07,2,3,Laptop & Accessory,70,8,3,3,1,0,133,157,FALSE,Unsubscribed,0
50264,21,Female,6,Phone,Debit Card,8205.52,249.51,3,3,Mobile,24,4,2,3,4,0,75,126,TRUE,Responded,0
50265,64,Male,5,Phone,Debit Card,3596.82,454.69,2,3,Laptop & Accessory,71,3,1,4,0,1,218,142,FALSE,Responded,0
50266,44,Male,8,Mobile Phone,Debit Card,9832.36,281.88,2,4,Grocery,87,2,2,5,1,0,125,243,FALSE,Responded,0
50267,68,Female,16,Phone,CC,8849.87,322.94,3,4,Laptop & Accessory,88,7,3,1,3,0,310,134,FALSE,Responded,0
50268,62,Male,4,Mobile Phone,Credit Card,8549.15,448.1,2,3,Others,66,5,9,4,2,0,176,294,FALSE,Responded,0
50269,21,Female,8,Computer,E wallet,3626.91,173.34,3,3,Laptop & Accessory,56,10,2,2,4,0,28,165,FALSE,Responded,0
50270,49,Female,9,Phone,Credit Card,7595.58,45.4,2,3,Laptop & Accessory,56,2,6,1,1,0,90,143,FALSE,Ignored,0
50271,27,Male,19,Computer,CC,9864.66,396.37,3,3,Mobile,27,8,5,1,3,0,28,123,FALSE,Ignored,0
50272,28,Female,15,Phone,UPI,5310.58,381.78,3,3,Laptop & Accessory,32,5,7,3,4,1,131,145,FALSE,Unsubscribed,0
50273,45,Female,8,Phone,Debit Card,4760.25,168.91,2,4,Laptop & Accessory,20,2,6,2,4,1,319,145,TRUE,Responded,0
50274,63,Female,3,Computer,Credit Card,245.19,474.5,3,3,Laptop & Accessory,62,4,7,4,2,1,364,144,FALSE,Ignored,0
50275,25,Male,3,Phone,Debit Card,7032.02,418.51,3,4,Mobile,26,2,1,3,1,0,2,122,FALSE,Responded,0
50276,57,Male,17,Computer,Debit Card,8598.93,11.38,2,3,Others,72,2,9,2,0,1,265,292,FALSE,Unsubscribed,0
50277,39,Female,14,Computer,Debit Card,2549.83,61.78,2,2,Grocery,12,10,2,2,4,0,360,232,TRUE,Ignored,0
50278,51,Female,14,Mobile Phone,COD,3218.74,237.63,2,3,Laptop & Accessory,58,1,3,1,1,0,57,166,TRUE,Ignored,0
50279,62,Male,2,Mobile Phone,E wallet,5056.7,456.05,2,2,Fashion,56,2,8,2,3,0,311,184,TRUE,Ignored,0
50280,52,Male,14,Phone,Credit Card,813.59,96.37,3,3,Laptop & Accessory,18,2,1,5,0,0,61,146,FALSE,Responded,0
50281,52,Male,11,Phone,Credit Card,987.46,337.79,3,3,Mobile Phone,55,6,7,2,4,0,314,140,FALSE,Responded,1
50282,42,Male,14,Mobile Phone,Credit Card,4269,435.33,2,4,Fashion,1,3,2,5,2,1,22,180,FALSE,Ignored,0
50283,51,Male,7,Phone,Debit Card,2686.07,465.64,3,3,Mobile,12,4,2,3,2,0,130,127,FALSE,Responded,0
50284,23,Female,19,Mobile Phone,Debit Card,4119.77,331.47,1,3,Grocery,37,3,7,4,0,0,62,266,FALSE,Unsubscribed,0
50285,58,Female,8,Computer,Debit Card,4598.42,182.89,3,3,Laptop & Accessory,78,3,8,4,4,0,5,146,TRUE,Ignored,0
50286,54,Female,14,Mobile Phone,Debit Card,9765.11,188.27,2,5,Laptop & Accessory,9,3,0,5,4,0,274,161,TRUE,Ignored,0
50287,18,Female,4,Mobile Phone,Debit Card,9448.17,383.5,2,3,Others,64,6,3,1,3,0,132,296,TRUE,Responded,0
50288,29,Female,11,Phone,Credit Card,1483.33,436.71,2,3,Laptop & Accessory,11,3,9,4,3,0,287,148,TRUE,Responded,0
50289,52,Female,4,Computer,COD,8837.6,481.32,2,4,Laptop & Accessory,90,1,6,2,2,0,173,145,TRUE,Unsubscribed,0
50290,23,Female,6,Phone,COD,894.05,382.03,3,3,Mobile,10,2,6,4,2,1,307,132,TRUE,Ignored,1
50291,34,Female,6,Computer,E wallet,5125.59,283.81,2,5,Mobile,85,1,7,3,4,0,88,124,TRUE,Unsubscribed,1
50292,26,Male,2,Computer,Debit Card,1722.71,457.4,2,3,Mobile Phone,5,2,4,2,1,1,81,117,FALSE,Unsubscribed,0
50293,19,Female,19,Mobile Phone,Debit Card,3722.33,471.97,3,3,Others,60,1,9,3,3,0,128,280,TRUE,Ignored,0
50294,35,Female,1,Phone,Debit Card,7459.07,239.12,,3,Mobile,40,2,4,4,0,0,346,129,TRUE,Unsubscribed,0
50295,66,Male,13,Computer,Debit Card,4302.6,474.71,2,3,Mobile,81,5,3,1,0,0,92,121,TRUE,Ignored,0
50296,53,Male,14,Mobile Phone,Credit Card,8088.82,305.59,3,4,Fashion,83,2,8,2,0,0,16,219,TRUE,Responded,0
50297,45,Female,3,Phone,COD,7216.28,210.42,3,4,Mobile,79,6,7,3,2,0,25,125,FALSE,Ignored,1
50298,58,Male,19,Phone,COD,9434.11,442.58,2,4,Mobile,88,2,9,5,1,0,258,126,FALSE,Responded,1
50299,54,Female,17,Computer,UPI,5388.14,215.65,3,3,Fashion,53,1,2,3,0,0,181,184,TRUE,Responded,0
50300,66,Male,4,Mobile Phone,E wallet,8041.26,186.57,2,4,Grocery,49,4,8,5,2,0,267,241,TRUE,Responded,0
50301,43,Male,13,Mobile Phone,Debit Card,3296.78,411.17,2,4,Grocery,31,1,9,5,3,0,330,270,FALSE,Unsubscribed,0
50302,21,Female,9,Computer,CC,3522.88,487.78,2,3,Mobile,4,1,1,1,3,0,330,126,TRUE,Unsubscribed,0
50303,57,Female,4,Computer,E wallet,4065.05,334.83,3,4,Fashion,11,5,2,5,1,0,130,203,TRUE,Responded,0
50304,53,Female,10,Mobile Phone,Credit Card,4168.07,168.63,3,3,Laptop & Accessory,33,6,5,2,2,0,75,151,TRUE,Unsubscribed,0
50305,68,Male,13,Mobile Phone,Debit Card,1122.21,419.47,2,3,Grocery,22,7,3,4,4,0,42,279,TRUE,Unsubscribed,0
50306,48,Male,18,Phone,Debit Card,5239.08,457.81,2,5,Mobile Phone,42,1,1,3,3,0,107,142,TRUE,Ignored,0
50307,47,Female,12,Phone,Debit Card,1058.35,83.04,2,3,Laptop & Accessory,98,8,6,2,2,0,30,138,TRUE,Ignored,0
50308,67,Male,16,Phone,Debit Card,8908.65,161.62,,4,Mobile,19,4,1,5,1,0,77,128,TRUE,Responded,0
50309,51,Female,1,Mobile Phone,E wallet,712.26,312.37,3,4,Fashion,98,3,8,2,3,1,193,191,FALSE,Ignored,0
50310,36,Male,14,Mobile Phone,Debit Card,4551.97,172.97,2,3,Fashion,52,2,5,2,2,0,350,206,FALSE,Responded,0
50311,35,Male,7,Mobile Phone,Credit Card,2918.47,312.85,2,3,Fashion,77,8,9,1,4,1,67,236,FALSE,Unsubscribed,1
50312,47,Male,5,Phone,CC,1633.21,415.34,2,5,Mobile,64,8,3,5,4,0,70,134,FALSE,Unsubscribed,1
50313,38,Male,2,Phone,E wallet,7859.98,77.86,,3,Mobile,53,1,3,2,1,0,17,130,FALSE,Responded,0
50314,20,Male,4,Mobile Phone,Debit Card,7177.83,315.85,3,3,Fashion,67,5,7,3,3,1,15,176,TRUE,Unsubscribed,0
50315,23,Male,10,Computer,Debit Card,1544.88,335.05,3,3,Fashion,90,4,6,1,1,0,11,198,FALSE,Ignored,1
50316,55,Female,15,Computer,UPI,6364.38,438.16,2,3,Fashion,95,10,4,2,4,1,133,200,FALSE,Ignored,1
50317,30,Male,19,Computer,UPI,7946.3,359.32,3,3,Mobile,52,5,5,3,1,0,7,121,TRUE,Responded,0
50318,62,Male,15,Computer,Credit Card,7755.99,396.61,2,3,Fashion,93,2,5,3,3,0,109,200,TRUE,Ignored,0
50319,20,Male,19,Computer,COD,1013.57,91.1,2,4,Mobile Phone,42,6,2,5,3,0,152,139,TRUE,Ignored,1
50320,65,Female,10,Phone,E wallet,6886.58,74.91,2,3,Laptop & Accessory,18,3,3,2,2,0,86,141,FALSE,Unsubscribed,0
50321,45,Female,3,Mobile Phone,Debit Card,7188.64,453.21,2,3,Grocery,15,4,8,5,2,0,261,268,TRUE,Responded,0
50322,39,Male,11,Computer,Debit Card,8635.45,91.1,2,3,Laptop & Accessory,60,8,5,3,0,0,56,162,TRUE,Responded,0
50323,57,Male,18,Phone,E wallet,5129.64,191.48,2,3,Laptop & Accessory,61,10,9,2,2,0,105,147,FALSE,Unsubscribed,0
50324,57,Female,2,Mobile Phone,Debit Card,4664.83,397.18,3,3,Grocery,14,8,3,5,0,0,258,232,TRUE,Responded,0
50325,29,Female,18,Computer,Debit Card,9654.65,39.62,2,3,Mobile Phone,98,2,4,5,2,0,206,138,FALSE,Unsubscribed,0
50326,40,Male,15,Mobile Phone,Debit Card,7985.47,264.81,3,3,Laptop & Accessory,23,5,9,4,3,1,172,166,FALSE,Responded,0
50327,48,Male,16,Mobile Phone,Credit Card,5631.44,277.49,2,3,Fashion,62,2,6,1,3,1,42,174,TRUE,Responded,0
50328,35,Male,19,Phone,UPI,3373.11,11.99,3,3,Laptop & Accessory,89,1,2,3,1,0,351,148,TRUE,Responded,0
50329,24,Female,19,Computer,Debit Card,8467.86,202.64,,3,Mobile,31,1,8,3,3,1,105,127,TRUE,Unsubscribed,1
50330,25,Male,12,Phone,COD,4608.82,454.51,2,3,Laptop & Accessory,11,5,5,5,3,0,78,143,TRUE,Unsubscribed,0
50331,36,Female,6,Mobile Phone,Credit Card,1017.58,218.86,3,2,Grocery,4,5,5,3,0,0,348,262,FALSE,Unsubscribed,0
50332,46,Male,12,Mobile Phone,Debit Card,4603.55,457.61,2,4,Fashion,32,10,8,3,1,0,40,216,TRUE,Ignored,0
50333,61,Male,7,Computer,E wallet,8732.49,164.72,3,3,Mobile Phone,33,2,9,2,3,1,263,119,FALSE,Responded,1
50334,37,Male,10,Computer,UPI,4537.99,257.61,2,5,Fashion,14,4,9,4,3,0,297,209,TRUE,Ignored,0
50335,67,Female,12,Computer,UPI,242.06,423.09,3,4,Laptop & Accessory,50,3,8,2,4,1,18,168,TRUE,Ignored,0
50336,59,Male,16,Phone,Credit Card,6153.7,490.91,2,3,Laptop & Accessory,40,6,7,2,3,0,131,143,FALSE,Responded,0
50337,47,Female,13,Phone,Credit Card,9958.72,382,3,3,Laptop & Accessory,1,2,1,3,4,0,107,149,TRUE,Unsubscribed,0
50338,64,Male,13,Mobile Phone,Debit Card,8190.76,178.39,3,2,Laptop & Accessory,25,2,9,3,2,0,196,153,FALSE,Responded,0
50339,39,Male,14,Phone,COD,6210.66,163.83,3,5,Mobile,85,2,6,3,2,1,253,123,FALSE,Ignored,1
50340,27,Female,6,Mobile Phone,COD,9152.55,37.97,2,3,Fashion,44,5,8,2,3,0,126,175,TRUE,Unsubscribed,0
50341,43,Female,19,Computer,Credit Card,8154.46,109.43,2,3,Fashion,91,6,7,2,1,0,43,205,FALSE,Responded,0
50342,68,Female,10,Mobile Phone,Debit Card,5036.53,382.27,3,3,Grocery,92,8,8,4,3,0,217,266,FALSE,Responded,0
50343,50,Male,9,Computer,Credit Card,5953.08,213.27,3,3,Fashion,88,2,5,5,2,0,125,188,FALSE,Responded,0
50344,45,Male,9,Mobile Phone,COD,7339.8,86.7,3,3,Laptop & Accessory,91,4,7,2,4,1,334,156,FALSE,Responded,0
50345,27,Male,9,Computer,UPI,8479.62,155.82,2,2,Laptop & Accessory,74,9,0,3,4,0,4,147,FALSE,Unsubscribed,1
50346,46,Male,1,Computer,CC,675.95,298.51,2,3,Mobile,98,1,8,2,2,0,83,124,TRUE,Unsubscribed,0
50347,61,Female,1,Mobile Phone,Credit Card,7770.56,478.73,3,3,Laptop & Accessory,91,4,8,1,3,0,342,198,TRUE,Unsubscribed,0
50348,35,Female,13,Mobile Phone,Debit Card,4530.28,480.12,3,3,Laptop & Accessory,42,7,3,2,2,0,232,164,FALSE,Unsubscribed,0
50349,59,Male,19,Mobile Phone,Debit Card,6641.91,65.88,2,4,Others,32,2,2,2,2,1,102,295,TRUE,Unsubscribed,0
50350,18,Male,16,Phone,CC,7669.87,125.77,,2,Mobile,41,2,5,1,4,1,188,127,TRUE,Unsubscribed,0
50351,40,Male,13,Mobile Phone,E wallet,5441.07,303.47,3,3,Laptop & Accessory,96,2,7,4,4,0,280,163,TRUE,Ignored,0
50352,34,Male,18,Phone,UPI,1669.3,456.91,3,4,Mobile,9,2,7,2,2,0,335,121,TRUE,Ignored,0
50353,60,Male,10,Computer,Credit Card,4154.32,490.93,2,3,Others,50,2,6,1,4,0,82,282,FALSE,Unsubscribed,0
50354,54,Male,14,Phone,CC,861.04,366.29,2,3,Mobile,37,2,0,1,3,0,89,121,TRUE,Unsubscribed,0
50355,48,Female,3,Computer,Debit Card,6924.08,211.7,,3,Mobile,82,2,3,1,3,1,355,129,TRUE,Unsubscribed,1
50356,42,Male,1,Computer,Debit Card,9541.69,437.67,3,4,Mobile,95,2,2,4,0,0,15,120,TRUE,Ignored,1
50357,21,Male,10,Phone,Debit Card,7973,215.47,2,4,Mobile Phone,2,2,9,1,2,1,133,136,TRUE,Unsubscribed,0
50358,69,Male,7,Phone,Credit Card,3958.89,336.76,2,3,Laptop & Accessory,59,3,4,5,1,0,121,142,TRUE,Unsubscribed,1
50359,26,Male,4,Phone,UPI,5884.49,249.92,2,4,Laptop & Accessory,30,5,5,3,3,0,31,137,TRUE,Ignored,0
50360,45,Male,7,Mobile Phone,Credit Card,3111.59,391.94,3,2,Laptop & Accessory,81,5,9,5,4,0,93,155,TRUE,Unsubscribed,0
50361,47,Female,2,Phone,CC,5456.35,370.44,3,4,Mobile,85,1,1,2,2,0,182,122,TRUE,Responded,0
50362,64,Male,2,Mobile Phone,E wallet,3077.2,201.44,3,3,Laptop & Accessory,9,5,9,4,1,1,227,196,FALSE,Ignored,0
50363,41,Female,6,Phone,Debit Card,7409.42,59.4,,4,Mobile,37,2,1,4,1,0,338,128,FALSE,Ignored,0
50364,50,Female,2,Phone,Debit Card,2667.48,476.37,2,3,Laptop & Accessory,94,2,0,4,1,0,290,141,FALSE,Ignored,0
50365,37,Male,2,Mobile Phone,UPI,9643.8,460.12,2,4,Grocery,60,5,4,2,1,1,35,266,TRUE,Ignored,0
50366,26,Female,4,Phone,Debit Card,6653.29,99.12,2,3,Mobile,16,4,4,1,3,0,186,126,FALSE,Ignored,0
50367,25,Male,6,Computer,Credit Card,780.9,109.62,3,3,Laptop & Accessory,14,4,0,2,0,1,150,157,FALSE,Ignored,0
50368,41,Female,19,Mobile Phone,Debit Card,206.7,395.98,2,4,Grocery,26,8,2,1,4,0,82,254,FALSE,Ignored,0
50369,31,Female,2,Mobile Phone,Debit Card,9970.76,395.51,2,4,Laptop & Accessory,81,5,3,1,3,0,15,160,FALSE,Ignored,0
50370,35,Female,4,Phone,COD,2283.01,483.09,2,3,Mobile,51,2,0,5,0,1,353,126,TRUE,Ignored,0
50371,18,Male,14,Phone,E wallet,3194.37,498.82,,3,Mobile,12,1,8,1,3,0,236,130,FALSE,Unsubscribed,1
50372,29,Male,3,Phone,COD,2163.3,254.2,2,3,Mobile,47,2,2,2,4,0,25,134,TRUE,Responded,0
50373,46,Male,16,Mobile Phone,UPI,9288.21,480.58,2,3,Others,3,5,8,1,3,1,353,295,TRUE,Responded,0
50374,54,Male,12,Phone,CC,6554.93,409.83,,3,Mobile,34,1,8,2,4,0,256,128,TRUE,Responded,0
50375,43,Male,2,Mobile Phone,E wallet,5093.42,380.62,2,3,Laptop & Accessory,93,1,5,4,2,0,255,171,TRUE,Unsubscribed,0
50376,50,Female,10,Mobile Phone,Debit Card,5620.74,189.32,3,3,Laptop & Accessory,91,2,9,5,3,1,261,163,TRUE,Responded,0
50377,60,Female,10,Computer,CC,3246.94,426.69,3,3,Mobile,42,2,2,1,2,0,257,121,FALSE,Ignored,0
50378,32,Female,12,Mobile Phone,Credit Card,6180.33,460.36,2,3,Laptop & Accessory,2,8,6,4,3,0,81,184,TRUE,Unsubscribed,0
50379,40,Male,17,Phone,Debit Card,4254.04,369.66,,3,Mobile,27,2,0,4,2,0,291,127,FALSE,Unsubscribed,0
50380,46,Female,10,Computer,Debit Card,2072.36,326.78,3,3,Laptop & Accessory,73,3,4,2,2,0,338,143,TRUE,Ignored,1
50381,38,Female,1,Phone,Debit Card,6600.39,323.8,3,3,Mobile,84,2,6,4,2,1,100,127,FALSE,Unsubscribed,0
50382,36,Male,5,Mobile Phone,UPI,3801.02,86.28,2,3,Fashion,28,2,5,4,1,0,122,194,TRUE,Ignored,0
50383,22,Female,12,Mobile Phone,Credit Card,7872.16,117.76,3,3,Laptop & Accessory,23,2,7,1,0,0,73,156,FALSE,Ignored,0
50384,40,Male,4,Mobile Phone,Debit Card,4212.41,122.18,2,5,Laptop & Accessory,90,2,6,3,0,0,94,166,FALSE,Unsubscribed,0
50385,53,Male,13,Computer,Debit Card,5131.89,89.71,1,3,Laptop & Accessory,89,4,8,1,2,0,28,177,FALSE,Unsubscribed,0
50386,37,Male,3,Mobile Phone,Credit Card,7895.92,244.22,2,3,Fashion,85,3,1,3,1,0,74,207,FALSE,Ignored,0
50387,25,Male,1,Mobile Phone,Credit Card,4533.99,42.79,2,4,Laptop & Accessory,37,3,0,4,1,1,182,188,TRUE,Responded,0
50388,26,Male,5,Phone,CC,9665.59,150.84,2,4,Mobile,25,1,9,3,4,0,166,120,TRUE,Ignored,0
50389,31,Male,11,Mobile Phone,Credit Card,7950.98,405.64,2,3,Mobile Phone,31,2,8,4,1,1,182,110,FALSE,Ignored,1
50390,23,Male,4,Computer,Debit Card,8281.66,463.17,3,3,Mobile,13,2,4,1,2,1,53,133,FALSE,Ignored,1
50391,18,Male,12,Computer,Debit Card,9543.81,434.05,2,4,Mobile Phone,53,2,4,2,4,0,150,113,FALSE,Unsubscribed,0
50392,26,Male,10,Phone,CC,3949.62,165.41,,2,Mobile,57,3,5,3,0,0,150,128,TRUE,Responded,0
50393,33,Male,6,Phone,Debit Card,5842.79,269.36,2,2,Laptop & Accessory,93,1,4,5,0,0,173,149,FALSE,Unsubscribed,0
50394,33,Female,2,Phone,E wallet,6966.56,467.5,2,4,Laptop & Accessory,69,1,1,2,3,0,300,140,TRUE,Responded,0
50395,29,Male,4,Computer,Debit Card,6767.24,287.67,,5,Mobile,66,2,3,3,2,0,164,127,TRUE,Responded,0
50396,22,Male,11,Mobile Phone,E wallet,9534.07,135.06,2,2,Laptop & Accessory,70,4,5,4,3,0,361,181,TRUE,Unsubscribed,0
